time,device,value
2012-11-12 09:41:14.000,Living Door PIR,True
2012-11-12 09:41:17.000,Living Door PIR,False
2012-11-12 09:42:02.000,Kitchen Door PIR,True
2012-11-12 09:42:05.000,Kitchen Door PIR,False
2012-11-12 09:47:57.000,Kitchen Fridge Magnetic,True
2012-11-12 09:48:12.000,Kitchen Fridge Magnetic,False
2012-11-12 09:48:21.000,Kitchen Microwave Electric,True
2012-11-12 09:50:02.000,Kitchen Microwave Electric,False
2012-11-12 09:52:33.000,Kitchen Door PIR,True
2012-11-12 09:52:35.000,Kitchen Door PIR,False
2012-11-12 09:53:26.000,Bedroom Door PIR,True
2012-11-12 09:53:29.000,Bedroom Door PIR,False
2012-11-12 09:56:16.000,Bedroom Door PIR,True
2012-11-12 09:56:20.000,Bedroom Door PIR,False
2012-11-12 09:56:25.000,Living Door PIR,True
2012-11-12 09:56:28.000,Living Door PIR,False
2012-11-12 09:57:36.000,Living Seat Pressure,True
2012-11-12 10:14:50.000,Living Seat Pressure,False
2012-11-12 10:15:44.000,Living Door PIR,True
2012-11-12 10:15:47.000,Living Door PIR,False
2012-11-12 10:16:55.000,Bedroom Door PIR,True
2012-11-12 10:16:58.000,Bedroom Door PIR,False
2012-11-12 10:17:01.000,Bedroom Door PIR,True
2012-11-12 10:17:05.000,Bedroom Door PIR,False
2012-11-12 10:18:19.000,Bathroom Basin PIR,True
2012-11-12 10:20:15.000,Bathroom Basin PIR,False
2012-11-12 10:21:39.000,Bathroom Shower PIR,True
2012-11-12 10:29:45.000,Bathroom Shower PIR,False
2012-11-12 10:32:25.000,Living Door PIR,True
2012-11-12 10:32:38.000,Living Door PIR,False
2012-11-12 10:33:09.000,Living Door PIR,True
2012-11-12 10:33:10.000,Living Door PIR,False
2012-11-12 10:33:23.000,Kitchen Door PIR,True
2012-11-12 10:33:25.000,Kitchen Door PIR,False
2012-11-12 10:33:27.000,Kitchen Door PIR,True
2012-11-12 10:33:42.000,Kitchen Door PIR,False
2012-11-12 10:33:47.000,Bathroom Basin PIR,True
2012-11-12 10:34:10.000,Bathroom Basin PIR,False
2012-11-12 10:34:11.000,Bathroom Toilet Flush,True
2012-11-12 10:35:02.000,Bathroom Toilet Flush,False
2012-11-12 10:35:14.000,Bathroom Basin PIR,True
2012-11-12 10:40:01.000,Bathroom Basin PIR,False
2012-11-12 10:40:29.000,Kitchen Door PIR,True
2012-11-12 10:40:31.000,Kitchen Door PIR,False
2012-11-12 10:41:08.000,Kitchen Door PIR,True
2012-11-12 10:41:10.000,Kitchen Door PIR,False
2012-11-12 10:41:20.000,Living Door PIR,True
2012-11-12 10:41:22.000,Living Door PIR,False
2012-11-12 10:41:42.000,Living Door PIR,True
2012-11-12 10:41:44.000,Living Door PIR,False
2012-11-12 10:42:05.000,Bathroom Basin PIR,True
2012-11-12 10:42:07.000,Bathroom Basin PIR,False
2012-11-12 10:47:17.000,Living Door PIR,True
2012-11-12 10:47:24.000,Living Door PIR,False
2012-11-12 11:04:53.000,Living Door PIR,True
2012-11-12 11:04:56.000,Living Door PIR,False
2012-11-12 11:05:44.000,Kitchen Door PIR,True
2012-11-12 11:05:47.000,Kitchen Door PIR,False
2012-11-12 11:06:11.000,Kitchen Fridge Magnetic,True
2012-11-12 11:06:34.000,Kitchen Fridge Magnetic,False
2012-11-12 11:09:44.000,Kitchen Microwave Electric,True
2012-11-12 11:10:42.000,Kitchen Microwave Electric,False
2012-11-12 11:20:40.000,Kitchen Door PIR,True
2012-11-12 11:20:45.000,Kitchen Door PIR,False
2012-11-12 11:21:26.000,Living Door PIR,True
2012-11-12 11:21:30.000,Living Door PIR,False
2012-11-12 11:23:34.000,Living Door PIR,True
2012-11-12 11:23:37.000,Living Door PIR,False
2012-11-12 11:24:12.000,Bedroom Door PIR,True
2012-11-12 11:24:17.000,Bedroom Door PIR,False
2012-11-12 11:32:27.000,Bedroom Door PIR,True
2012-11-12 11:32:29.000,Bedroom Door PIR,False
2012-11-12 11:32:39.000,Kitchen Door PIR,True
2012-11-12 11:32:41.000,Kitchen Door PIR,False
2012-11-12 11:33:15.000,Kitchen Door PIR,True
2012-11-12 11:33:17.000,Kitchen Door PIR,False
2012-11-12 11:34:08.000,Bedroom Door PIR,True
2012-11-12 11:34:10.000,Bedroom Door PIR,False
2012-11-12 11:34:45.000,Bedroom Door PIR,True
2012-11-12 11:34:52.000,Bedroom Door PIR,False
2012-11-12 11:37:49.000,Kitchen Door PIR,True
2012-11-12 11:37:52.000,Kitchen Door PIR,False
2012-11-12 11:38:27.000,Kitchen Fridge Magnetic,True
2012-11-12 11:40:06.000,Kitchen Fridge Magnetic,False
2012-11-12 11:43:52.000,Kitchen Fridge Magnetic,True
2012-11-12 11:43:55.000,Kitchen Fridge Magnetic,False
2012-11-12 11:47:09.000,Kitchen Door PIR,True
2012-11-12 11:47:23.000,Kitchen Door PIR,False
2012-11-12 11:47:38.000,Living Door PIR,True
2012-11-12 11:47:48.000,Living Door PIR,False
2012-11-12 12:01:50.000,Living Door PIR,True
2012-11-12 12:01:52.000,Living Door PIR,False
2012-11-12 12:02:07.000,Bedroom Door PIR,True
2012-11-12 12:02:09.000,Bedroom Door PIR,False
2012-11-12 12:22:23.000,Bedroom Door PIR,True
2012-11-12 12:22:30.000,Bedroom Door PIR,False
2012-11-12 12:23:33.000,Kitchen Door PIR,True
2012-11-12 12:23:48.000,Kitchen Door PIR,False
2012-11-12 12:37:00.000,Kitchen Door PIR,True
2012-11-12 12:37:03.000,Kitchen Door PIR,False
2012-11-12 12:39:35.000,Bedroom Door PIR,True
2012-11-12 12:39:42.000,Bedroom Door PIR,False
2012-11-12 12:41:44.000,Bedroom Door PIR,True
2012-11-12 12:41:46.000,Bedroom Door PIR,False
2012-11-12 12:41:59.000,Bathroom Toilet Flush,True
2012-11-12 12:42:39.000,Bathroom Toilet Flush,False
2012-11-12 12:43:41.000,Bedroom Door PIR,True
2012-11-12 12:43:43.000,Bedroom Door PIR,False
2012-11-12 12:49:21.000,Bedroom Door PIR,True
2012-11-12 12:49:23.000,Bedroom Door PIR,False
2012-11-12 12:49:42.000,Living Door PIR,True
2012-11-12 12:49:46.000,Living Door PIR,False
2012-11-12 12:51:01.000,Living Door PIR,True
2012-11-12 12:51:04.000,Living Door PIR,False
2012-11-12 12:52:58.000,Bathroom Toilet Flush,True
2012-11-12 12:55:12.000,Bathroom Toilet Flush,False
2012-11-12 13:00:02.000,Bathroom Basin PIR,True
2012-11-12 13:07:11.000,Bathroom Basin PIR,False
2012-11-12 13:12:47.000,Bathroom Basin PIR,True
2012-11-12 13:18:24.000,Bathroom Basin PIR,False
2012-11-12 13:19:01.000,Living Door PIR,True
2012-11-12 13:19:52.000,Living Door PIR,False
2012-11-12 13:32:42.000,Living Door PIR,True
2012-11-12 13:32:46.000,Living Door PIR,False
2012-11-12 13:33:11.000,Kitchen Door PIR,True
2012-11-12 13:33:15.000,Kitchen Door PIR,False
2012-11-12 13:44:23.000,Kitchen Door PIR,True
2012-11-12 13:44:27.000,Kitchen Door PIR,False
2012-11-12 13:47:49.000,Kitchen Door PIR,True
2012-11-12 13:47:51.000,Kitchen Door PIR,False
2012-11-12 13:52:31.000,Kitchen Fridge Magnetic,True
2012-11-12 13:55:39.000,Kitchen Fridge Magnetic,False
2012-11-12 14:00:02.000,Kitchen Door PIR,True
2012-11-12 14:00:05.000,Kitchen Door PIR,False
2012-11-12 14:04:47.000,Living Door PIR,True
2012-11-12 14:04:50.000,Living Door PIR,False
2012-11-12 14:20:16.000,Living Door PIR,True
2012-11-12 14:20:18.000,Living Door PIR,False
2012-11-12 14:20:28.000,Kitchen Door PIR,True
2012-11-12 14:20:31.000,Kitchen Door PIR,False
2012-11-12 14:39:01.000,Kitchen Cupboard Magnetic,True
2012-11-12 14:39:08.000,Kitchen Cupboard Magnetic,False
2012-11-12 14:39:15.000,Kitchen Cupboard Magnetic,True
2012-11-12 14:39:21.000,Kitchen Cupboard Magnetic,False
2012-11-12 14:48:44.000,Kitchen Door PIR,True
2012-11-12 14:48:47.000,Kitchen Door PIR,False
2012-11-12 14:48:54.000,Living Door PIR,True
2012-11-12 14:48:57.000,Living Door PIR,False
2012-11-12 14:49:15.000,Living Door PIR,True
2012-11-12 14:49:18.000,Living Door PIR,False
2012-11-12 14:49:30.000,Kitchen Door PIR,True
2012-11-12 14:49:33.000,Kitchen Door PIR,False
2012-11-12 14:51:33.000,Kitchen Cupboard Magnetic,True
2012-11-12 14:51:40.000,Kitchen Cupboard Magnetic,False
2012-11-12 14:53:12.000,Kitchen Door PIR,True
2012-11-12 14:53:14.000,Kitchen Door PIR,False
2012-11-12 14:54:45.000,Living Door PIR,True
2012-11-12 14:54:47.000,Living Door PIR,False
2012-11-12 15:22:47.000,Living Door PIR,True
2012-11-12 15:22:50.000,Living Door PIR,False
2012-11-12 15:23:00.000,Kitchen Door PIR,True
2012-11-12 15:23:02.000,Kitchen Door PIR,False
2012-11-12 15:23:38.000,Kitchen Cupboard Magnetic,True
2012-11-12 15:23:50.000,Kitchen Cupboard Magnetic,False
2012-11-12 15:31:49.000,Kitchen Door PIR,True
2012-11-12 15:31:53.000,Kitchen Door PIR,False
2012-11-12 15:38:50.000,Bathroom Toilet Flush,True
2012-11-12 15:39:05.000,Bathroom Basin PIR,True
2012-11-12 15:39:48.000,Bathroom Toilet Flush,False
2012-11-12 15:40:39.000,Bathroom Basin PIR,False
2012-11-12 15:42:55.000,Living Door PIR,True
2012-11-12 15:42:58.000,Living Door PIR,False
2012-11-12 15:43:15.000,Living Seat Pressure,True
2012-11-12 16:10:35.000,Living Seat Pressure,False
2012-11-12 16:11:28.000,Living Door PIR,True
2012-11-12 16:11:34.000,Living Door PIR,False
2012-11-12 16:22:22.000,Entrance Maindoor Magnetic,True
2012-11-12 16:22:29.000,Entrance Maindoor Magnetic,False
2012-11-12 17:08:34.000,Entrance Maindoor Magnetic,True
2012-11-12 17:08:37.000,Entrance Maindoor Magnetic,False
2012-11-12 17:10:11.000,Living Door PIR,True
2012-11-12 17:10:14.000,Living Door PIR,False
2012-11-12 17:29:17.000,Living Door PIR,True
2012-11-12 17:29:21.000,Living Door PIR,False
2012-11-12 17:29:30.000,Kitchen Door PIR,True
2012-11-12 17:29:33.000,Kitchen Door PIR,False
2012-11-12 17:29:50.000,Kitchen Door PIR,True
2012-11-12 17:29:52.000,Kitchen Door PIR,False
2012-11-12 17:30:08.000,Living Door PIR,True
2012-11-12 17:30:16.000,Living Door PIR,False
2012-11-12 17:35:38.000,Living Door PIR,True
2012-11-12 17:35:42.000,Living Door PIR,False
2012-11-12 17:43:33.000,Bathroom Toilet Flush,True
2012-11-12 17:43:55.000,Bathroom Basin PIR,True
2012-11-12 17:44:07.000,Bathroom Basin PIR,False
2012-11-12 17:44:31.000,Bathroom Toilet Flush,False
2012-11-12 17:44:37.000,Living Door PIR,True
2012-11-12 17:44:40.000,Living Door PIR,False
2012-11-12 17:45:22.000,Living Seat Pressure,True
2012-11-12 18:46:58.000,Living Seat Pressure,False
2012-11-12 18:47:29.000,Living Door PIR,True
2012-11-12 18:47:32.000,Living Door PIR,False
2012-11-12 18:47:45.000,Kitchen Door PIR,True
2012-11-12 18:47:49.000,Kitchen Door PIR,False
2012-11-12 18:52:17.000,Kitchen Fridge Magnetic,True
2012-11-12 18:52:33.000,Kitchen Fridge Magnetic,False
2012-11-12 18:52:42.000,Kitchen Microwave Electric,True
2012-11-12 18:53:43.000,Kitchen Microwave Electric,False
2012-11-12 18:56:12.000,Kitchen Door PIR,True
2012-11-12 18:56:15.000,Kitchen Door PIR,False
2012-11-12 19:00:51.000,Bedroom Door PIR,True
2012-11-12 19:00:56.000,Bedroom Door PIR,False
2012-11-12 19:02:07.000,Bedroom Door PIR,True
2012-11-12 19:02:10.000,Bedroom Door PIR,False
2012-11-12 19:02:15.000,Living Door PIR,True
2012-11-12 19:02:19.000,Living Door PIR,False
2012-11-12 19:03:07.000,Living Seat Pressure,True
2012-11-12 20:56:46.000,Living Seat Pressure,False
2012-11-12 20:57:05.000,Living Door PIR,True
2012-11-12 20:57:07.000,Living Door PIR,False
2012-11-12 20:57:11.000,Bedroom Door PIR,True
2012-11-12 20:57:23.000,Bedroom Door PIR,False
2012-11-12 20:59:39.000,Bedroom Door PIR,True
2012-11-12 20:59:42.000,Bedroom Door PIR,False
2012-11-12 21:06:32.000,Living Door PIR,True
2012-11-12 21:06:35.000,Living Door PIR,False
2012-11-12 21:11:39.000,Living Door PIR,True
2012-11-12 21:11:58.000,Living Door PIR,False
2012-11-12 21:14:56.000,Bathroom Basin PIR,True
2012-11-12 21:15:03.000,Bathroom Basin PIR,False
2012-11-12 21:15:13.000,Living Door PIR,True
2012-11-12 21:15:17.000,Living Door PIR,False
2012-11-12 22:34:24.000,Living Door PIR,True
2012-11-12 22:34:27.000,Bedroom Door PIR,True
2012-11-12 22:34:27.010,Living Door PIR,False
2012-11-12 22:34:30.000,Bedroom Door PIR,False
2012-11-12 22:34:46.000,Bedroom Door PIR,True
2012-11-12 22:34:48.000,Bedroom Door PIR,False
2012-11-12 22:35:21.000,Kitchen Door PIR,True
2012-11-12 22:35:25.000,Kitchen Door PIR,False
2012-11-12 22:36:23.000,Kitchen Cupboard Magnetic,True
2012-11-12 22:36:58.000,Kitchen Cupboard Magnetic,False
2012-11-12 22:37:52.000,Kitchen Door PIR,True
2012-11-12 22:37:55.000,Kitchen Door PIR,False
2012-11-12 22:53:46.000,Bathroom Basin PIR,True
2012-11-12 22:53:54.000,Bathroom Basin PIR,False
2012-11-12 22:54:10.000,Living Door PIR,True
2012-11-12 22:54:14.000,Living Door PIR,False
2012-11-12 22:55:02.000,Living Seat Pressure,True
2012-11-12 23:33:45.000,Living Seat Pressure,False
2012-11-12 23:34:27.000,Living Door PIR,True
2012-11-12 23:34:30.000,Living Door PIR,False
2012-11-12 23:34:40.000,Bedroom Door PIR,True
2012-11-12 23:34:43.000,Bedroom Door PIR,False
2012-11-12 23:36:45.000,Bedroom Door PIR,True
2012-11-12 23:36:47.000,Bedroom Door PIR,False
2012-11-12 23:36:51.000,Bathroom Toilet Flush,True
2012-11-12 23:37:59.000,Bathroom Toilet Flush,False
2012-11-12 23:38:15.000,Living Door PIR,True
2012-11-12 23:38:19.000,Living Door PIR,False
2012-11-12 23:45:05.000,Living Door PIR,True
2012-11-12 23:45:08.000,Kitchen Door PIR,True
2012-11-12 23:45:08.010,Living Door PIR,False
2012-11-12 23:45:11.000,Kitchen Door PIR,False
2012-11-12 23:45:53.000,Kitchen Door PIR,True
2012-11-12 23:45:55.000,Kitchen Door PIR,False
2012-11-12 23:46:23.000,Living Door PIR,True
2012-11-12 23:46:26.000,Living Door PIR,False
2012-11-12 23:47:02.000,Living Seat Pressure,True
2012-11-13 01:26:16.000,Living Seat Pressure,False
2012-11-13 01:27:05.000,Living Door PIR,True
2012-11-13 01:27:41.000,Living Door PIR,False
2012-11-13 01:29:06.000,Bathroom Basin PIR,True
2012-11-13 01:29:39.000,Bathroom Basin PIR,False
2012-11-13 01:29:52.000,Bedroom Door PIR,True
2012-11-13 01:29:56.000,Bedroom Door PIR,False
2012-11-13 01:30:32.000,Bedroom Bed Pressure,True
2012-11-13 08:51:15.000,Bedroom Bed Pressure,False
2012-11-13 08:52:03.000,Bedroom Door PIR,True
2012-11-13 08:52:06.000,Bedroom Door PIR,False
2012-11-13 08:53:48.000,Living Door PIR,True
2012-11-13 08:53:50.000,Living Door PIR,False
2012-11-13 08:56:37.000,Living Door PIR,True
2012-11-13 08:56:40.000,Living Door PIR,False
2012-11-13 08:56:52.000,Kitchen Door PIR,True
2012-11-13 08:56:57.000,Kitchen Door PIR,False
2012-11-13 08:57:49.000,Kitchen Fridge Magnetic,True
2012-11-13 08:57:53.000,Kitchen Fridge Magnetic,False
2012-11-13 08:58:45.000,Kitchen Microwave Electric,True
2012-11-13 08:59:12.000,Kitchen Fridge Magnetic,True
2012-11-13 08:59:15.000,Kitchen Fridge Magnetic,False
2012-11-13 09:00:26.000,Kitchen Microwave Electric,False
2012-11-13 09:04:54.000,Kitchen Door PIR,True
2012-11-13 09:04:56.000,Kitchen Door PIR,False
2012-11-13 09:05:26.000,Bedroom Door PIR,True
2012-11-13 09:05:30.000,Bedroom Door PIR,False
2012-11-13 09:10:10.000,Bedroom Door PIR,True
2012-11-13 09:10:12.000,Bedroom Door PIR,False
2012-11-13 09:11:46.000,Bathroom Basin PIR,True
2012-11-13 09:11:49.000,Bathroom Basin PIR,False
2012-11-13 09:14:48.000,Bathroom Toilet Flush,True
2012-11-13 09:15:53.000,Bathroom Toilet Flush,False
2012-11-13 09:21:24.000,Bathroom Basin PIR,True
2012-11-13 09:24:26.000,Bathroom Basin PIR,False
2012-11-13 09:29:37.000,Bathroom Basin PIR,True
2012-11-13 09:30:26.000,Bathroom Basin PIR,False
2012-11-13 09:34:55.000,Bathroom Basin PIR,True
2012-11-13 09:36:50.000,Bathroom Basin PIR,False
2012-11-13 09:37:24.000,Bedroom Door PIR,True
2012-11-13 09:37:28.000,Bedroom Door PIR,False
2012-11-13 09:42:51.000,Bedroom Door PIR,True
2012-11-13 09:42:54.000,Bedroom Door PIR,False
2012-11-13 09:53:15.000,Entrance Maindoor Magnetic,True
2012-11-13 09:53:21.000,Entrance Maindoor Magnetic,False
2012-11-13 10:11:04.000,Entrance Maindoor Magnetic,True
2012-11-13 10:11:07.000,Entrance Maindoor Magnetic,False
2012-11-13 10:11:48.000,Kitchen Door PIR,True
2012-11-13 10:11:51.000,Kitchen Door PIR,False
2012-11-13 10:11:59.000,Kitchen Fridge Magnetic,True
2012-11-13 10:12:02.000,Kitchen Fridge Magnetic,False
2012-11-13 10:12:10.000,Kitchen Door PIR,True
2012-11-13 10:12:12.000,Kitchen Door PIR,False
2012-11-13 10:14:04.000,Kitchen Door PIR,True
2012-11-13 10:14:07.000,Kitchen Door PIR,False
2012-11-13 10:49:34.000,Kitchen Door PIR,True
2012-11-13 10:49:38.000,Kitchen Door PIR,False
2012-11-13 10:50:05.000,Bedroom Door PIR,True
2012-11-13 10:50:08.000,Bedroom Door PIR,False
2012-11-13 10:51:52.000,Bedroom Door PIR,True
2012-11-13 10:51:55.000,Bedroom Door PIR,False
2012-11-13 10:52:45.000,Entrance Maindoor Magnetic,True
2012-11-13 10:52:48.000,Entrance Maindoor Magnetic,False
2012-11-13 13:41:50.000,Entrance Maindoor Magnetic,True
2012-11-13 13:41:54.000,Entrance Maindoor Magnetic,False
2012-11-13 13:42:06.000,Kitchen Door PIR,True
2012-11-13 13:42:10.000,Kitchen Door PIR,False
2012-11-13 13:42:45.000,Kitchen Door PIR,True
2012-11-13 13:42:48.000,Kitchen Door PIR,False
2012-11-13 13:43:20.000,Bedroom Door PIR,True
2012-11-13 13:43:21.000,Bedroom Door PIR,False
2012-11-13 13:45:56.000,Bedroom Door PIR,True
2012-11-13 13:45:58.000,Bedroom Door PIR,False
2012-11-13 13:47:45.000,Kitchen Door PIR,True
2012-11-13 13:47:48.000,Kitchen Door PIR,False
2012-11-13 13:48:27.000,Kitchen Fridge Magnetic,True
2012-11-13 13:48:32.000,Kitchen Fridge Magnetic,False
2012-11-13 13:48:39.000,Kitchen Fridge Magnetic,True
2012-11-13 13:48:42.000,Kitchen Fridge Magnetic,False
2012-11-13 13:59:40.000,Kitchen Door PIR,True
2012-11-13 13:59:42.000,Kitchen Door PIR,False
2012-11-13 14:01:01.000,Kitchen Door PIR,True
2012-11-13 14:01:11.000,Kitchen Door PIR,False
2012-11-13 14:03:29.000,Kitchen Door PIR,True
2012-11-13 14:03:31.000,Kitchen Door PIR,False
2012-11-13 14:05:24.000,Bathroom Toilet Flush,True
2012-11-13 14:06:09.000,Bathroom Toilet Flush,False
2012-11-13 14:08:24.000,Kitchen Door PIR,True
2012-11-13 14:08:28.000,Kitchen Door PIR,False
2012-11-13 14:17:25.000,Kitchen Door PIR,True
2012-11-13 14:17:29.000,Kitchen Door PIR,False
2012-11-13 14:20:53.000,Kitchen Door PIR,True
2012-11-13 14:20:56.000,Kitchen Door PIR,False
2012-11-13 14:27:34.000,Kitchen Cupboard Magnetic,True
2012-11-13 14:27:36.000,Kitchen Cupboard Magnetic,False
2012-11-13 14:28:20.000,Kitchen Fridge Magnetic,True
2012-11-13 14:28:24.000,Kitchen Fridge Magnetic,False
2012-11-13 14:33:42.000,Kitchen Cupboard Magnetic,True
2012-11-13 14:33:45.000,Kitchen Cupboard Magnetic,False
2012-11-13 14:39:11.000,Kitchen Door PIR,True
2012-11-13 14:39:14.000,Kitchen Door PIR,False
2012-11-13 14:40:29.000,Living Door PIR,True
2012-11-13 14:40:32.000,Living Door PIR,False
2012-11-13 14:41:28.000,Living Door PIR,True
2012-11-13 14:41:30.000,Living Door PIR,False
2012-11-13 14:41:38.000,Kitchen Door PIR,True
2012-11-13 14:41:41.000,Kitchen Door PIR,False
2012-11-13 14:42:33.000,Kitchen Door PIR,True
2012-11-13 14:42:36.000,Kitchen Door PIR,False
2012-11-13 14:43:07.000,Living Door PIR,True
2012-11-13 14:43:09.000,Living Door PIR,False
2012-11-13 14:44:01.000,Living Seat Pressure,True
2012-11-13 15:50:30.000,Living Seat Pressure,False
2012-11-13 15:51:29.000,Living Door PIR,True
2012-11-13 15:51:32.000,Living Door PIR,False
2012-11-13 15:51:40.000,Kitchen Door PIR,True
2012-11-13 15:51:43.000,Kitchen Door PIR,False
2012-11-13 16:04:25.000,Kitchen Door PIR,True
2012-11-13 16:04:27.000,Kitchen Door PIR,False
2012-11-13 16:04:42.000,Living Door PIR,True
2012-11-13 16:04:45.000,Living Door PIR,False
2012-11-13 16:05:01.000,Living Door PIR,True
2012-11-13 16:05:03.000,Living Door PIR,False
2012-11-13 16:07:08.000,Bathroom Toilet Flush,True
2012-11-13 16:07:27.000,Living Door PIR,True
2012-11-13 16:07:30.000,Living Door PIR,False
2012-11-13 16:08:02.000,Bathroom Toilet Flush,False
2012-11-13 16:33:20.000,Living Door PIR,True
2012-11-13 16:33:23.000,Living Door PIR,False
2012-11-13 16:34:21.000,Bedroom Door PIR,True
2012-11-13 16:34:24.000,Bedroom Door PIR,False
2012-11-13 16:34:46.000,Bedroom Door PIR,True
2012-11-13 16:34:49.000,Bedroom Door PIR,False
2012-11-13 16:35:03.000,Living Door PIR,True
2012-11-13 16:35:07.000,Living Door PIR,False
2012-11-13 16:36:12.000,Living Seat Pressure,True
2012-11-13 17:30:14.000,Living Seat Pressure,False
2012-11-13 17:31:27.000,Living Door PIR,True
2012-11-13 17:31:30.000,Living Door PIR,False
2012-11-13 17:33:44.000,Bedroom Door PIR,True
2012-11-13 17:33:47.000,Bedroom Door PIR,False
2012-11-13 17:34:23.000,Bedroom Door PIR,True
2012-11-13 17:34:27.000,Bedroom Door PIR,False
2012-11-13 17:34:48.000,Kitchen Door PIR,True
2012-11-13 17:34:51.000,Kitchen Door PIR,False
2012-11-13 17:36:32.000,Kitchen Door PIR,True
2012-11-13 17:36:34.000,Kitchen Door PIR,False
2012-11-13 17:37:31.000,Living Door PIR,True
2012-11-13 17:37:35.000,Living Door PIR,False
2012-11-13 17:38:27.000,Living Seat Pressure,True
2012-11-13 17:55:10.000,Living Seat Pressure,False
2012-11-13 17:56:30.000,Living Door PIR,True
2012-11-13 17:56:33.000,Living Door PIR,False
2012-11-13 17:57:01.000,Living Door PIR,True
2012-11-13 17:57:04.000,Living Door PIR,False
2012-11-13 17:58:47.000,Living Seat Pressure,True
2012-11-13 18:21:08.000,Living Seat Pressure,False
2012-11-13 18:22:35.000,Living Door PIR,True
2012-11-13 18:22:38.000,Living Door PIR,False
2012-11-13 18:24:40.000,Living Door PIR,True
2012-11-13 18:24:44.000,Living Door PIR,False
2012-11-13 18:25:27.000,Living Seat Pressure,True
2012-11-13 18:47:29.000,Living Seat Pressure,False
2012-11-13 18:48:38.000,Living Door PIR,True
2012-11-13 18:48:40.000,Living Door PIR,False
2012-11-13 18:51:51.000,Kitchen Door PIR,True
2012-11-13 18:51:53.000,Kitchen Door PIR,False
2012-11-13 19:13:08.000,Kitchen Door PIR,True
2012-11-13 19:13:19.000,Kitchen Door PIR,False
2012-11-13 19:13:28.000,Kitchen Door PIR,True
2012-11-13 19:13:31.000,Kitchen Door PIR,False
2012-11-13 19:43:34.000,Kitchen Door PIR,True
2012-11-13 19:43:38.000,Kitchen Door PIR,False
2012-11-13 19:44:16.000,Living Door PIR,True
2012-11-13 19:44:41.000,Living Door PIR,False
2012-11-13 19:45:01.000,Living Door PIR,True
2012-11-13 19:45:03.000,Living Door PIR,False
2012-11-13 19:46:30.000,Bathroom Toilet Flush,True
2012-11-13 19:47:27.000,Bathroom Toilet Flush,False
2012-11-13 19:49:06.000,Bedroom Door PIR,True
2012-11-13 19:49:08.000,Bedroom Door PIR,False
2012-11-13 19:50:10.000,Bedroom Door PIR,True
2012-11-13 19:50:13.000,Bedroom Door PIR,False
2012-11-13 19:52:02.000,Living Door PIR,True
2012-11-13 19:52:03.000,Living Door PIR,False
2012-11-13 19:53:13.000,Living Seat Pressure,True
2012-11-13 22:57:44.000,Living Seat Pressure,False
2012-11-13 22:58:24.000,Living Door PIR,True
2012-11-13 22:58:28.000,Living Door PIR,False
2012-11-13 22:58:30.000,Bedroom Door PIR,True
2012-11-13 22:58:34.000,Bedroom Door PIR,False
2012-11-13 22:59:42.000,Bedroom Door PIR,True
2012-11-13 22:59:44.000,Bedroom Door PIR,False
2012-11-13 23:00:04.000,Living Door PIR,True
2012-11-13 23:00:08.000,Living Door PIR,False
