start_time,end_time,activity
2012-11-15 00:10:59.001000,2012-11-15 00:39:59,Sleeping
2012-11-15 00:40:00.000000,2012-11-15 00:43:59,Sleeping
2012-11-15 00:43:59.000100,2012-11-15 01:54:59,Spare_Time/TV
2012-11-15 01:55:00.000000,2012-11-15 07:46:59,Sleeping
2012-11-15 07:52:00.000000,2012-11-15 07:52:59,Toileting
2012-11-15 07:53:00.000000,2012-11-15 09:34:59,Sleeping
2012-11-15 09:37:00.000000,2012-11-15 09:47:59,Breakfast
2012-11-15 09:51:00.000000,2012-11-15 09:51:59,Toileting
2012-11-15 09:52:00.000000,2012-11-15 09:52:59,Grooming
2012-11-15 09:53:00.000000,2012-11-15 09:56:59,Grooming
2012-11-15 10:00:00.000000,2012-11-15 10:07:59,Grooming
2012-11-15 10:11:08.000000,2012-11-15 10:16:24,Snack
2012-11-15 10:26:00.000000,2012-11-15 11:19:59,Spare_Time/TV
2012-11-15 11:42:00.000000,2012-11-15 13:02:59,Leaving
2012-11-15 13:09:00.000000,2012-11-15 14:20:59,Spare_Time/TV
2012-11-15 14:41:00.000000,2012-11-15 15:43:59,Lunch
2012-11-15 15:48:00.000000,2012-11-15 15:48:59,Toileting
2012-11-15 15:49:00.000000,2012-11-15 15:49:59,Grooming
2012-11-15 15:54:00.000000,2012-11-15 20:10:59,Leaving
2012-11-15 22:07:00.000000,2012-11-15 22:22:59,Snack
2012-11-15 22:26:00.000000,2012-11-15 22:30:59,Dinner
2012-11-15 22:31:00.000000,2012-11-16 00:48:59,Spare_Time/TV
2012-11-16 00:51:00.000000,2012-11-16 00:53:59,Grooming
2012-11-16 00:54:00.000000,2012-11-16 00:54:59,Toileting
2012-11-16 00:55:00.000000,2012-11-16 00:55:59,Grooming
2012-11-16 00:58:00.000000,2012-11-16 10:37:59,Sleeping
2012-11-16 10:39:00.000000,2012-11-16 10:52:59,Breakfast
2012-11-16 11:03:00.000000,2012-11-16 11:06:59,Showering
2012-11-16 11:09:00.000000,2012-11-16 11:17:59,Grooming
2012-11-16 11:40:00.000000,2012-11-16 11:47:59,Grooming
2012-11-16 12:09:00.000000,2012-11-16 12:09:59,Snack
2012-11-16 12:10:00.000000,2012-11-16 12:53:59,Leaving
2012-11-16 12:56:00.000000,2012-11-16 13:52:59,Spare_Time/TV
2012-11-16 14:19:00.000000,2012-11-16 14:55:59,Lunch
2012-11-16 15:05:00.000000,2012-11-16 15:06:59,Toileting
2012-11-16 15:17:00.000000,2012-11-16 18:04:59,Leaving
2012-11-16 18:09:00.000000,2012-11-16 18:10:59,Toileting
2012-11-16 18:11:00.000000,2012-11-16 18:15:59,Snack
2012-11-16 18:16:00.000000,2012-11-16 21:38:59,Spare_Time/TV
2012-11-16 22:10:00.000000,2012-11-16 22:10:59,Grooming
2012-11-16 22:18:00.000000,2012-11-17 02:19:59,Leaving
2012-11-17 02:26:00.000000,2012-11-17 02:29:59,Grooming
2012-11-17 02:31:00.000000,2012-11-17 02:31:59,Toileting
2012-11-17 02:32:00.000000,2012-11-17 02:33:59,Grooming
2012-11-17 02:34:00.000000,2012-11-17 09:46:59,Sleeping
2012-11-17 09:52:00.000000,2012-11-17 09:53:59,Toileting
2012-11-17 09:57:00.000000,2012-11-17 10:03:59,Breakfast
2012-11-17 10:18:00.000000,2012-11-17 10:20:59,Showering
2012-11-17 10:21:00.000000,2012-11-17 10:34:59,Grooming
2012-11-17 10:38:00.000000,2012-11-17 10:42:59,Grooming
2012-11-17 10:47:00.000000,2012-11-17 12:14:59,Leaving
2012-11-17 12:35:00.000000,2012-11-17 12:43:59,Grooming
2012-11-17 12:45:00.000000,2012-11-17 14:31:59,Spare_Time/TV
2012-11-17 14:42:00.000000,2012-11-17 16:24:59,Leaving
2012-11-17 16:30:00.000000,2012-11-17 16:30:59,Toileting
2012-11-17 16:31:00.000000,2012-11-17 16:31:59,Grooming
2012-11-17 16:32:00.000000,2012-11-17 17:28:59,Spare_Time/TV
2012-11-17 17:39:00.000000,2012-11-17 20:26:00,Spare_Time/TV
2012-11-17 20:26:00.001000,2012-11-17 20:31:59,Snack
2012-11-17 20:44:00.000000,2012-11-17 20:45:59,Toileting
2012-11-17 20:46:00.000000,2012-11-17 20:46:59,Grooming
2012-11-17 20:54:00.000000,2012-11-17 20:55:59,Grooming
2012-11-17 21:19:00.000000,2012-11-18 00:31:59,Leaving
2012-11-18 00:39:00.000000,2012-11-18 01:34:59,Spare_Time/TV
2012-11-18 01:39:00.000000,2012-11-18 08:57:59,Sleeping
2012-11-18 09:05:00.000000,2012-11-18 09:06:59,Toileting
2012-11-18 09:07:00.000000,2012-11-18 09:14:59,Breakfast
2012-11-18 09:22:00.000000,2012-11-18 09:29:59,Showering
2012-11-18 09:30:00.000000,2012-11-18 09:44:59,Grooming
2012-11-18 09:59:00.000000,2012-11-18 10:06:59,Leaving
2012-11-18 10:36:00.000000,2012-11-18 10:49:59,Spare_Time/TV
2012-11-18 10:53:00.000000,2012-11-18 14:34:59,Leaving
2012-11-18 14:50:00.000000,2012-11-18 14:57:59,Lunch
2012-11-18 17:14:00.000000,2012-11-18 17:20:59,Snack
2012-11-18 17:25:00.000000,2012-11-18 17:26:59,Toileting
2012-11-18 17:27:00.000000,2012-11-18 17:30:59,Grooming
2012-11-18 17:44:00.000000,2012-11-18 17:44:59,Grooming
2012-11-18 17:45:00.000000,2012-11-18 19:40:59,Spare_Time/TV
2012-11-18 19:53:00.000000,2012-11-18 22:23:59,Leaving
2012-11-18 22:24:00.000000,2012-11-18 22:26:59,Dinner
2012-11-18 22:30:00.000000,2012-11-18 22:42:59,Grooming
2012-11-18 22:43:00.000000,2012-11-18 22:59:59,Spare_Time/TV
2012-11-18 23:00:00.000000,2012-11-18 23:02:59,Snack
2012-11-18 23:03:00.000000,2012-11-18 23:03:59,Grooming
2012-11-18 23:05:00.000000,2012-11-19 00:08:59,Spare_Time/TV
2012-11-19 00:12:00.000000,2012-11-19 00:12:59,Toileting
2012-11-19 00:13:00.000000,2012-11-19 10:09:59,Sleeping
2012-11-19 10:11:00.000000,2012-11-19 10:12:59,Toileting
2012-11-19 10:13:00.000000,2012-11-19 10:25:59,Breakfast
2012-11-19 10:34:00.000000,2012-11-19 11:27:59,Spare_Time/TV
2012-11-19 11:51:00.000000,2012-11-19 12:01:59,Grooming
2012-11-19 12:04:00.000000,2012-11-19 12:11:59,Showering
2012-11-19 12:14:00.000000,2012-11-19 12:15:59,Toileting
2012-11-19 12:17:00.000000,2012-11-19 12:18:59,Grooming
2012-11-19 12:29:00.000000,2012-11-19 12:33:59,Grooming
2012-11-19 12:41:00.000000,2012-11-19 14:26:59,Spare_Time/TV
2012-11-19 14:27:00.000000,2012-11-19 14:27:59,Grooming
2012-11-19 14:29:00.000000,2012-11-19 14:29:59,Grooming
2012-11-19 14:30:00.000000,2012-11-19 14:30:59,Toileting
2012-11-19 14:31:00.000000,2012-11-19 15:52:59,Leaving
2012-11-19 15:54:00.000000,2012-11-19 15:54:59,Toileting
2012-11-19 15:55:00.000000,2012-11-19 16:07:59,Snack
2012-11-19 16:08:00.000000,2012-11-19 19:44:59,Spare_Time/TV
2012-11-19 19:56:00.000000,2012-11-19 21:59:00,Spare_Time/TV
2012-11-19 21:59:00.001000,2012-11-19 22:04:59,Dinner
2012-11-19 22:25:00.000000,2012-11-19 22:29:59,Grooming
2012-11-19 22:31:00.000000,2012-11-19 22:32:59,Snack
2012-11-19 22:32:59.000100,2012-11-20 01:22:59,Spare_Time/TV
2012-11-20 01:23:00.000000,2012-11-20 01:24:59,Toileting
2012-11-20 01:25:00.000000,2012-11-20 09:58:59,Sleeping
2012-11-20 10:19:00.000000,2012-11-20 10:20:59,Toileting
2012-11-20 10:21:00.000000,2012-11-20 10:30:59,Breakfast
2012-11-20 10:40:00.000000,2012-11-20 10:58:59,Grooming
2012-11-20 11:00:00.000000,2012-11-20 11:14:59,Snack
2012-11-20 11:15:00.000000,2012-11-20 12:55:59,Spare_Time/TV
2012-11-20 13:01:00.000000,2012-11-20 13:02:59,Toileting
2012-11-20 13:03:00.000000,2012-11-20 13:09:59,Snack
2012-11-20 13:33:00.000000,2012-11-20 14:24:59,Spare_Time/TV
2012-11-20 14:25:00.000000,2012-11-20 14:56:59,Lunch
2012-11-20 15:12:00.000000,2012-11-20 15:43:59,Spare_Time/TV
2012-11-20 15:54:00.000000,2012-11-20 15:55:59,Toileting
2012-11-20 15:59:00.000000,2012-11-20 20:31:59,Leaving
2012-11-20 20:34:00.000000,2012-11-20 21:51:59,Spare_Time/TV
2012-11-20 21:57:00.000000,2012-11-21 00:02:59,Spare_Time/TV
2012-11-21 00:03:00.000000,2012-11-21 00:04:59,Grooming
2012-11-21 00:08:00.000000,2012-11-21 00:08:59,Toileting
2012-11-21 00:09:00.000000,2012-11-21 00:09:59,Grooming
2012-11-21 00:12:00.000000,2012-11-21 09:53:59,Sleeping
2012-11-21 09:59:00.000000,2012-11-21 10:00:59,Toileting
2012-11-21 10:01:00.000000,2012-11-21 10:06:59,Breakfast
2012-11-21 10:07:00.000000,2012-11-21 11:32:59,Spare_Time/TV
2012-11-21 11:37:00.000000,2012-11-21 11:44:59,Grooming
2012-11-21 11:48:00.000000,2012-11-21 11:48:59,Toileting
2012-11-21 11:49:00.000000,2012-11-21 11:52:59,Grooming
2012-11-21 12:01:00.000000,2012-11-21 12:26:59,Leaving
2012-11-21 12:45:00.000000,2012-11-21 13:27:59,Spare_Time/TV
2012-11-21 14:10:00.000000,2012-11-21 15:01:59,Spare_Time/TV
2012-11-21 15:02:00.000000,2012-11-21 15:31:59,Lunch
2012-11-21 15:32:00.000000,2012-11-21 15:53:59,Spare_Time/TV
2012-11-21 15:57:00.000000,2012-11-21 17:49:59,Spare_Time/TV
2012-11-21 17:50:00.000000,2012-11-21 17:55:59,Snack
2012-11-21 17:56:00.000000,2012-11-21 21:01:59,Spare_Time/TV
2012-11-21 21:08:00.000000,2012-11-21 21:09:59,Toileting
2012-11-21 21:18:00.000000,2012-11-22 01:40:00,Leaving
2012-11-22 01:40:00.001000,2012-11-22 01:42:59,Snack
2012-11-22 01:47:00.000000,2012-11-22 01:47:59,Grooming
2012-11-22 01:55:00.000000,2012-11-22 10:11:59,Sleeping
2012-11-22 10:16:00.000000,2012-11-22 10:17:59,Toileting
2012-11-22 10:19:00.000000,2012-11-22 10:42:59,Breakfast
2012-11-22 11:02:00.000000,2012-11-22 11:10:59,Snack
2012-11-22 11:11:00.000000,2012-11-22 11:55:59,Spare_Time/TV
2012-11-22 11:56:00.000000,2012-11-22 12:09:59,Snack
2012-11-22 12:20:00.000000,2012-11-22 12:31:59,Grooming
2012-11-22 12:38:00.000000,2012-11-22 14:56:59,Spare_Time/TV
2012-11-22 15:04:00.000000,2012-11-22 15:04:59,Toileting
2012-11-22 15:05:00.000000,2012-11-22 15:27:59,Lunch
2012-11-22 15:27:59.000100,2012-11-22 16:42:59,Spare_Time/TV
2012-11-22 16:43:00.000000,2012-11-22 16:52:59,Snack
2012-11-22 16:53:00.000000,2012-11-22 18:15:00,Spare_Time/TV
2012-11-22 18:15:00.001000,2012-11-22 18:18:59,Snack
2012-11-22 18:19:00.000000,2012-11-22 20:23:59,Spare_Time/TV
2012-11-22 21:01:00.000000,2012-11-22 21:02:59,Grooming
2012-11-22 21:05:00.000000,2012-11-22 21:05:59,Toileting
2012-11-22 21:06:00.000000,2012-11-23 00:34:59,Leaving
2012-11-23 00:36:00.000000,2012-11-23 00:38:59,Snack
2012-11-23 00:44:00.000000,2012-11-23 00:44:59,Toileting
2012-11-23 00:45:00.000000,2012-11-23 00:46:59,Grooming
2012-11-23 00:48:00.000000,2012-11-23 01:32:59,Spare_Time/TV
2012-11-23 01:33:00.000000,2012-11-23 01:33:59,Grooming
2012-11-23 01:34:00.000000,2012-11-23 09:40:59,Sleeping
2012-11-23 09:44:00.000000,2012-11-23 09:45:59,Toileting
2012-11-23 09:49:00.000000,2012-11-23 09:59:59,Breakfast
2012-11-23 10:32:00.000000,2012-11-23 10:38:59,Grooming
2012-11-23 10:43:00.000000,2012-11-23 10:47:59,Grooming
2012-11-23 10:48:00.000000,2012-11-23 10:52:59,Grooming
2012-11-23 10:56:00.000000,2012-11-23 12:35:59,Sleeping
2012-11-23 12:53:00.000000,2012-11-23 12:56:59,Snack
2012-11-23 13:03:00.000000,2012-11-23 13:03:59,Grooming
2012-11-23 13:05:00.000000,2012-11-23 14:23:00,Spare_Time/TV
2012-11-23 14:23:00.001000,2012-11-23 14:38:59,Lunch
2012-11-23 14:40:00.000000,2012-11-23 14:41:59,Toileting
2012-11-23 14:52:00.000000,2012-11-23 16:49:59,Spare_Time/TV
2012-11-23 16:55:00.000000,2012-11-23 16:56:59,Toileting
2012-11-23 16:57:00.000000,2012-11-23 17:10:59,Snack
2012-11-23 17:11:00.000000,2012-11-23 17:57:59,Spare_Time/TV
2012-11-23 17:58:00.000000,2012-11-23 18:00:59,Snack
2012-11-23 18:07:00.000000,2012-11-23 19:50:59,Spare_Time/TV
2012-11-23 19:53:00.000000,2012-11-23 22:03:59,Leaving
2012-11-23 22:07:00.000000,2012-11-23 22:08:59,Toileting
2012-11-23 22:17:00.000000,2012-11-24 00:27:00,Spare_Time/TV
2012-11-24 00:27:00.001000,2012-11-24 00:32:59,Grooming
2012-11-24 00:33:00.000000,2012-11-24 10:02:59,Sleeping
2012-11-24 10:04:00.000000,2012-11-24 10:12:59,Breakfast
2012-11-24 10:17:00.000000,2012-11-24 10:18:59,Toileting
2012-11-24 10:19:00.000000,2012-11-24 11:13:59,Spare_Time/TV
2012-11-24 11:16:00.000000,2012-11-24 11:19:59,Snack
2012-11-24 11:30:00.000000,2012-11-24 11:38:59,Showering
2012-11-24 11:39:00.000000,2012-11-24 11:52:59,Grooming
2012-11-24 11:59:00.000000,2012-11-24 12:00:59,Grooming
2012-11-24 12:01:00.000000,2012-11-24 12:02:59,Toileting
2012-11-24 12:09:00.000000,2012-11-24 12:23:59,Snack
2012-11-24 12:31:00.000000,2012-11-24 13:18:59,Spare_Time/TV
2012-11-24 13:50:00.000000,2012-11-24 14:31:59,Spare_Time/TV
2012-11-24 14:32:00.000000,2012-11-24 14:32:59,Grooming
2012-11-24 14:36:00.000000,2012-11-24 15:59:59,Leaving
2012-11-24 16:00:00.000000,2012-11-24 16:00:59,Toileting
2012-11-24 16:01:00.000000,2012-11-24 16:01:59,Grooming
2012-11-24 16:02:00.000000,2012-11-24 16:02:59,Toileting
2012-11-24 16:03:00.000000,2012-11-24 16:03:59,Grooming
2012-11-24 16:04:00.000000,2012-11-24 19:57:59,Spare_Time/TV
2012-11-24 19:58:00.000000,2012-11-24 19:59:59,Snack
2012-11-24 20:08:00.000000,2012-11-24 20:31:59,Spare_Time/TV
2012-11-24 22:01:00.000000,2012-11-24 22:01:59,Toileting
2012-11-24 22:02:00.000000,2012-11-24 22:16:59,Spare_Time/TV
2012-11-24 22:17:00.000000,2012-11-24 22:18:59,Dinner
2012-11-24 22:19:00.000000,2012-11-24 23:20:59,Spare_Time/TV
2012-11-24 23:21:00.000000,2012-11-24 23:22:59,Snack
2012-11-24 23:23:00.000000,2012-11-25 00:44:59,Spare_Time/TV
2012-11-25 00:45:00.000000,2012-11-25 00:47:59,Grooming
2012-11-25 00:48:00.000000,2012-11-25 01:48:59,Spare_Time/TV
2012-11-25 01:50:00.000000,2012-11-25 09:24:59,Sleeping
2012-11-25 09:29:00.000000,2012-11-25 09:29:59,Toileting
2012-11-25 09:30:00.000000,2012-11-25 09:30:59,Grooming
2012-11-25 09:43:00.000000,2012-11-25 09:43:59,Toileting
2012-11-25 09:44:00.000000,2012-11-25 09:54:59,Grooming
2012-11-25 09:55:00.000000,2012-11-25 09:56:59,Toileting
2012-11-25 10:03:00.000000,2012-11-25 10:07:59,Breakfast
2012-11-25 10:22:00.000000,2012-11-25 10:41:59,Spare_Time/TV
2012-11-25 10:44:00.000000,2012-11-25 13:39:59,Leaving
2012-11-25 13:41:00.000000,2012-11-25 13:45:59,Toileting
2012-11-25 13:50:00.000000,2012-11-25 14:38:59,Spare_Time/TV
2012-11-25 14:41:00.000000,2012-11-25 14:59:59,Lunch
2012-11-25 15:47:00.000000,2012-11-25 15:48:59,Snack
2012-11-25 15:58:00.000000,2012-11-25 20:10:59,Leaving
2012-11-25 20:13:00.000000,2012-11-25 20:14:59,Toileting
2012-11-25 20:15:00.000000,2012-11-25 22:01:59,Spare_Time/TV
2012-11-25 22:13:00.000000,2012-11-25 22:14:59,Dinner
2012-11-25 22:14:59.000100,2012-11-25 23:20:59,Spare_Time/TV
2012-11-25 23:25:34.000000,2012-11-26 01:28:59,Spare_Time/TV
2012-11-26 01:31:00.000000,2012-11-26 01:31:59,Toileting
2012-11-26 01:32:00.000000,2012-11-26 08:50:59,Sleeping
2012-11-26 08:55:00.000000,2012-11-26 08:55:59,Toileting
2012-11-26 08:56:00.000000,2012-11-26 09:43:59,Sleeping
2012-11-26 09:50:00.000000,2012-11-26 09:51:39,Toileting
2012-11-26 09:57:00.000000,2012-11-26 10:04:59,Breakfast
2012-11-26 10:42:00.000000,2012-11-26 10:48:59,Showering
2012-11-26 10:52:00.000000,2012-11-26 11:01:59,Grooming
2012-11-26 11:11:00.000000,2012-11-26 11:14:59,Grooming
2012-11-26 11:15:00.000000,2012-11-26 11:16:59,Toileting
2012-11-26 11:34:00.000000,2012-11-26 11:59:59,Leaving
2012-11-26 12:04:00.000000,2012-11-26 12:51:59,Spare_Time/TV
2012-11-26 12:52:00.000000,2012-11-26 18:54:59,Leaving
2012-11-26 19:00:00.000000,2012-11-26 19:01:59,Toileting
2012-11-26 19:09:00.000000,2012-11-26 21:03:59,Spare_Time/TV
2012-11-26 21:17:00.000000,2012-11-27 01:27:59,Leaving
2012-11-27 01:37:00.000000,2012-11-27 01:38:59,Grooming
2012-11-27 01:41:00.000000,2012-11-27 01:41:59,Toileting
2012-11-27 01:42:00.000000,2012-11-27 01:43:59,Grooming
2012-11-27 01:43:59.001000,2012-11-27 10:12:59,Sleeping
2012-11-27 10:18:00.000000,2012-11-27 10:19:59,Toileting
2012-11-27 10:20:00.000000,2012-11-27 10:30:59,Breakfast
2012-11-27 10:46:00.000000,2012-11-27 11:44:59,Spare_Time/TV
2012-11-27 11:53:00.000000,2012-11-27 11:53:59,Grooming
2012-11-27 11:54:00.000000,2012-11-27 11:54:59,Snack
2012-11-27 11:58:00.000000,2012-11-27 12:23:59,Spare_Time/TV
2012-11-27 12:25:00.000000,2012-11-27 12:25:59,Toileting
2012-11-27 12:26:00.000000,2012-11-27 13:22:59,Spare_Time/TV
2012-11-27 13:32:00.000000,2012-11-27 13:40:59,Grooming
2012-11-27 13:41:00.000000,2012-11-27 13:53:59,Showering
2012-11-27 13:54:00.000000,2012-11-27 13:54:59,Grooming
2012-11-27 14:10:00.000000,2012-11-27 14:34:59,Spare_Time/TV
2012-11-27 14:38:00.000000,2012-11-27 16:14:59,Leaving
2012-11-27 16:22:00.000000,2012-11-27 18:50:59,Spare_Time/TV
2012-11-27 19:11:00.000000,2012-11-27 19:44:59,Spare_Time/TV
2012-11-27 19:46:00.000000,2012-11-27 19:46:59,Snack
2012-11-27 19:47:00.000000,2012-11-27 20:59:59,Spare_Time/TV
2012-11-27 21:01:00.000000,2012-11-27 21:02:59,Grooming
2012-11-27 21:04:00.000000,2012-11-27 21:05:59,Toileting
2012-11-27 21:06:00.000000,2012-11-27 21:06:59,Grooming
2012-11-27 21:12:00.000000,2012-11-28 01:37:59,Leaving
2012-11-28 01:41:00.000000,2012-11-28 01:42:59,Grooming
2012-11-28 01:49:00.000000,2012-11-28 01:50:59,Toileting
2012-11-28 01:51:00.000000,2012-11-28 09:16:59,Sleeping
2012-11-28 09:23:00.000000,2012-11-28 09:25:59,Toileting
2012-11-28 09:27:00.000000,2012-11-28 09:45:59,Breakfast
2012-11-28 09:46:00.000000,2012-11-28 09:46:59,Grooming
2012-11-28 09:50:00.000000,2012-11-28 09:56:59,Grooming
2012-11-28 10:00:00.000000,2012-11-28 10:01:59,Toileting
2012-11-28 10:04:00.000000,2012-11-28 10:05:59,Grooming
2012-11-28 10:33:00.000000,2012-11-28 10:45:59,Spare_Time/TV
2012-11-28 10:50:00.000000,2012-11-28 11:03:59,Spare_Time/TV
2012-11-28 11:04:00.000000,2012-11-28 12:27:59,Leaving
2012-11-28 12:28:00.000000,2012-11-28 12:28:59,Snack
2012-11-28 12:58:00.000000,2012-11-28 13:14:59,Spare_Time/TV
2012-11-28 13:16:00.000000,2012-11-28 13:18:59,Snack
2012-11-28 13:54:00.000000,2012-11-28 14:23:59,Spare_Time/TV
2012-11-28 14:24:00.000000,2012-11-28 14:24:59,Toileting
2012-11-28 14:25:00.000000,2012-11-28 14:25:59,Grooming
2012-11-28 14:26:00.000000,2012-11-28 14:26:59,Toileting
