Start time: Time sensor started firing
End time: Time sensor stopped firing
ID: sensor id (see list below)
val: value of sensor (always 1)

Sensor IDs are: 
    [ 1]    'Microwave'         
    [ 5]    'Hall-Toilet door'  
    [ 6]    'Hall-Bathroom door'
    [ 7]    'Cups cupboard'     
    [ 8]    'Fridge'            
    [ 9]    'Plates cupboard'   
    [12]    'Frontdoor'         
    [13]    'Dishwasher'        
    [14]    'ToiletFlush'       
    [17]    'Freezer'           
    [18]    'Pans Cupboard'     
    [20]    'Washingmachine'    
    [23]    'Groceries Cupboard'
    [24]    'Hall-Bedroom door' 

Start time          	End time            	ID	Val
27-Feb-2008 19:16:30	27-Feb-2008 19:16:34	9	1
27-Feb-2008 19:19:54	27-Feb-2008 19:19:57	7	1
27-Feb-2008 19:19:59	27-Feb-2008 19:20:03	8	1
27-Feb-2008 20:35:28	27-Feb-2008 20:35:32	6	1
27-Feb-2008 20:35:56	27-Feb-2008 20:35:57	14	1
27-Feb-2008 20:35:58	27-Feb-2008 20:36:01	6	1
27-Feb-2008 23:03:26	27-Feb-2008 23:03:31	6	1
27-Feb-2008 23:05:22	27-Feb-2008 23:05:23	14	1
27-Feb-2008 23:05:31	27-Feb-2008 23:05:37	6	1
27-Feb-2008 23:06:12	27-Feb-2008 23:14:22	13	1
27-Feb-2008 23:06:29	27-Feb-2008 23:13:52	9	1
27-Feb-2008 23:06:43	27-Feb-2008 23:06:46	7	1
27-Feb-2008 23:06:52	27-Feb-2008 23:11:25	7	1
27-Feb-2008 23:10:57	27-Feb-2008 23:11:05	18	1
27-Feb-2008 23:16:52	27-Feb-2008 23:17:04	9	1
27-Feb-2008 23:20:18	27-Feb-2008 23:20:24	8	1
27-Feb-2008 23:20:39	27-Feb-2008 23:20:41	8	1
27-Feb-2008 23:23:09	27-Feb-2008 23:23:14	8	1
27-Feb-2008 23:23:57	27-Feb-2008 23:24:09	8	1
27-Feb-2008 23:26:19	27-Feb-2008 23:37:08	6	1
27-Feb-2008 23:37:01	27-Feb-2008 23:37:02	14	1
27-Feb-2008 23:37:05	27-Feb-2008 23:37:06	14	1
27-Feb-2008 23:37:09	28-Feb-2008 00:10:39	5	1
27-Feb-2008 23:42:20	27-Feb-2008 23:42:21	18	1
28-Feb-2008 00:10:42	28-Feb-2008 00:10:43	5	1
28-Feb-2008 00:11:10	28-Feb-2008 00:13:42	6	1
28-Feb-2008 00:13:38	28-Feb-2008 00:13:39	14	1
28-Feb-2008 00:13:42	28-Feb-2008 00:13:43	6	1
28-Feb-2008 00:13:46	28-Feb-2008 00:13:47	6	1
28-Feb-2008 00:13:52	28-Feb-2008 00:13:53	6	1
28-Feb-2008 00:13:54	28-Feb-2008 00:15:39	5	1
28-Feb-2008 00:15:43	28-Feb-2008 00:15:44	5	1
28-Feb-2008 00:16:11	28-Feb-2008 00:16:37	5	1
28-Feb-2008 00:20:18	28-Feb-2008 00:20:39	24	1
28-Feb-2008 07:05:39	28-Feb-2008 07:05:40	24	1
28-Feb-2008 07:05:44	28-Feb-2008 07:07:28	24	1
28-Feb-2008 07:06:31	28-Feb-2008 07:06:35	6	1
28-Feb-2008 07:07:16	28-Feb-2008 07:07:17	14	1
28-Feb-2008 07:07:19	28-Feb-2008 07:07:23	6	1
28-Feb-2008 09:48:13	28-Feb-2008 09:48:14	24	1
28-Feb-2008 09:48:19	28-Feb-2008 23:25:16	24	1
28-Feb-2008 09:48:57	28-Feb-2008 09:49:01	6	1
28-Feb-2008 09:49:28	28-Feb-2008 09:49:33	6	1
28-Feb-2008 09:49:29	28-Feb-2008 09:49:30	14	1
28-Feb-2008 09:50:05	28-Feb-2008 09:50:08	9	1
28-Feb-2008 09:50:10	28-Feb-2008 09:50:33	23	1
28-Feb-2008 09:50:34	28-Feb-2008 09:50:35	23	1
28-Feb-2008 09:50:37	28-Feb-2008 09:50:38	23	1
28-Feb-2008 09:50:43	28-Feb-2008 09:50:44	23	1
28-Feb-2008 09:50:55	28-Feb-2008 09:50:56	23	1
28-Feb-2008 09:51:19	28-Feb-2008 09:51:20	23	1
28-Feb-2008 09:51:55	28-Feb-2008 09:51:56	23	1
28-Feb-2008 09:51:57	28-Feb-2008 09:51:58	8	1
28-Feb-2008 10:35:28	28-Feb-2008 10:35:32	6	1
28-Feb-2008 10:37:42	28-Feb-2008 10:37:43	14	1
28-Feb-2008 10:37:46	28-Feb-2008 10:37:47	6	1
28-Feb-2008 10:38:03	28-Feb-2008 10:38:37	5	1
28-Feb-2008 10:46:21	28-Feb-2008 10:46:22	5	1
28-Feb-2008 10:46:25	28-Feb-2008 10:46:26	5	1
28-Feb-2008 10:58:16	28-Feb-2008 10:58:20	12	1
28-Feb-2008 18:34:21	28-Feb-2008 18:34:24	12	1
28-Feb-2008 18:35:25	28-Feb-2008 18:35:34	8	1
28-Feb-2008 18:35:39	28-Feb-2008 18:35:42	1	1
28-Feb-2008 18:37:02	28-Feb-2008 18:37:10	1	1
28-Feb-2008 18:37:18	28-Feb-2008 18:37:22	8	1
28-Feb-2008 18:37:28	28-Feb-2008 18:37:35	1	1
28-Feb-2008 18:48:14	28-Feb-2008 18:48:15	6	1
28-Feb-2008 18:48:41	28-Feb-2008 18:48:42	14	1
28-Feb-2008 18:48:44	28-Feb-2008 18:48:51	6	1
28-Feb-2008 18:49:20	28-Feb-2008 18:49:21	5	1
28-Feb-2008 18:49:25	28-Feb-2008 18:51:23	5	1
28-Feb-2008 18:53:38	28-Feb-2008 18:53:41	12	1
28-Feb-2008 21:35:13	28-Feb-2008 21:35:17	12	1
28-Feb-2008 21:40:43	28-Feb-2008 21:40:46	6	1
28-Feb-2008 21:42:03	28-Feb-2008 21:42:04	14	1
28-Feb-2008 21:42:17	28-Feb-2008 21:42:19	6	1
28-Feb-2008 22:20:59	28-Feb-2008 22:21:00	23	1
28-Feb-2008 22:21:04	28-Feb-2008 22:21:11	23	1
28-Feb-2008 22:22:43	28-Feb-2008 22:22:44	5	1
28-Feb-2008 22:22:48	28-Feb-2008 23:23:15	5	1
28-Feb-2008 23:23:18	28-Feb-2008 23:23:19	5	1
28-Feb-2008 23:23:36	28-Feb-2008 23:23:37	6	1
28-Feb-2008 23:23:39	28-Feb-2008 23:23:42	6	1
28-Feb-2008 23:24:19	28-Feb-2008 23:24:20	14	1
28-Feb-2008 23:24:22	28-Feb-2008 23:24:25	6	1
28-Feb-2008 23:24:43	28-Feb-2008 23:25:12	5	1
29-Feb-2008 08:03:19	29-Feb-2008 08:03:20	24	1
29-Feb-2008 08:03:22	29-Feb-2008 08:03:23	6	1
29-Feb-2008 08:03:25	29-Feb-2008 08:03:28	6	1
29-Feb-2008 08:03:30	29-Feb-2008 08:04:25	24	1
29-Feb-2008 08:04:13	29-Feb-2008 08:04:17	6	1
29-Feb-2008 10:20:48	29-Feb-2008 10:20:49	24	1
29-Feb-2008 10:20:53	02-Mar-2008 20:38:38	24	1
29-Feb-2008 10:22:49	29-Feb-2008 10:22:52	9	1
29-Feb-2008 10:22:57	29-Feb-2008 10:23:03	23	1
29-Feb-2008 10:23:14	29-Feb-2008 10:23:17	8	1
29-Feb-2008 10:30:05	29-Feb-2008 10:30:09	6	1
29-Feb-2008 10:30:30	29-Feb-2008 10:30:31	14	1
29-Feb-2008 10:30:31	29-Feb-2008 10:30:32	14	1
29-Feb-2008 10:30:33	29-Feb-2008 10:30:37	6	1
29-Feb-2008 10:30:59	29-Feb-2008 10:31:05	5	1
29-Feb-2008 10:31:08	29-Feb-2008 10:31:10	5	1
29-Feb-2008 10:38:10	29-Feb-2008 10:38:11	5	1
29-Feb-2008 10:38:15	29-Feb-2008 19:22:05	5	1
29-Feb-2008 10:48:55	29-Feb-2008 10:48:59	12	1
29-Feb-2008 18:17:34	29-Feb-2008 18:17:38	12	1
29-Feb-2008 18:18:16	29-Feb-2008 18:18:20	8	1
29-Feb-2008 18:41:45	29-Feb-2008 18:41:49	12	1
29-Feb-2008 19:20:53	29-Feb-2008 19:20:57	12	1
29-Feb-2008 19:24:07	29-Feb-2008 19:24:09	6	1
29-Feb-2008 19:24:56	29-Feb-2008 19:24:57	14	1
29-Feb-2008 19:25:01	29-Feb-2008 19:25:02	6	1
29-Feb-2008 19:41:43	29-Feb-2008 19:41:44	13	1
29-Feb-2008 19:41:48	29-Feb-2008 19:44:10	13	1
29-Feb-2008 19:45:15	29-Feb-2008 19:45:30	8	1
29-Feb-2008 19:46:09	29-Feb-2008 19:46:11	7	1
29-Feb-2008 19:46:13	29-Feb-2008 19:46:16	9	1
29-Feb-2008 19:46:43	29-Feb-2008 19:46:50	8	1
29-Feb-2008 19:47:00	29-Feb-2008 19:47:04	23	1
29-Feb-2008 19:47:21	29-Feb-2008 19:47:25	8	1
29-Feb-2008 19:49:37	29-Feb-2008 19:49:43	18	1
29-Feb-2008 20:10:23	29-Feb-2008 20:10:27	8	1
29-Feb-2008 20:13:08	29-Feb-2008 20:13:15	18	1
29-Feb-2008 20:37:59	29-Feb-2008 20:38:02	18	1
29-Feb-2008 20:43:39	29-Feb-2008 20:43:40	8	1
29-Feb-2008 20:43:43	29-Feb-2008 20:43:44	8	1
29-Feb-2008 20:43:50	29-Feb-2008 20:43:52	8	1
29-Feb-2008 20:44:02	29-Feb-2008 20:44:06	18	1
29-Feb-2008 20:45:08	29-Feb-2008 20:45:14	8	1
29-Feb-2008 20:51:45	29-Feb-2008 20:51:49	7	1
29-Feb-2008 20:51:53	29-Feb-2008 20:51:54	9	1
29-Feb-2008 20:52:02	29-Feb-2008 20:52:03	18	1
29-Feb-2008 20:52:04	29-Feb-2008 20:52:08	18	1
29-Feb-2008 20:52:13	29-Feb-2008 20:52:14	18	1
29-Feb-2008 20:52:25	29-Feb-2008 20:52:26	18	1
29-Feb-2008 20:52:49	29-Feb-2008 20:52:50	18	1
29-Feb-2008 20:53:26	29-Feb-2008 20:53:27	18	1
29-Feb-2008 20:55:11	29-Feb-2008 20:55:12	8	1
29-Feb-2008 20:55:14	29-Feb-2008 20:55:19	17	1
29-Feb-2008 20:55:45	29-Feb-2008 20:55:47	8	1
29-Feb-2008 20:58:41	29-Feb-2008 20:59:59	18	1
29-Feb-2008 20:59:43	29-Feb-2008 20:59:45	8	1
29-Feb-2008 22:03:22	29-Feb-2008 22:03:23	12	1
29-Feb-2008 22:03:47	29-Feb-2008 22:03:48	12	1
02-Mar-2008 19:37:41	02-Mar-2008 19:37:46	12	1
02-Mar-2008 20:32:17	02-Mar-2008 20:32:18	5	1
02-Mar-2008 20:32:22	02-Mar-2008 20:37:06	5	1
02-Mar-2008 20:32:32	02-Mar-2008 20:34:10	20	1
02-Mar-2008 20:37:08	02-Mar-2008 20:37:14	6	1
02-Mar-2008 20:37:36	02-Mar-2008 20:37:37	14	1
02-Mar-2008 20:37:39	02-Mar-2008 20:37:42	6	1
02-Mar-2008 20:38:51	02-Mar-2008 20:38:52	24	1
02-Mar-2008 20:38:56	02-Mar-2008 20:39:31	24	1
02-Mar-2008 20:38:57	02-Mar-2008 20:39:01	5	1
02-Mar-2008 20:56:43	02-Mar-2008 20:56:44	24	1
02-Mar-2008 20:56:48	02-Mar-2008 22:03:54	24	1
02-Mar-2008 20:57:35	02-Mar-2008 20:57:52	17	1
02-Mar-2008 21:00:33	02-Mar-2008 21:00:34	9	1
02-Mar-2008 21:00:39	02-Mar-2008 21:00:45	9	1
02-Mar-2008 21:00:47	02-Mar-2008 21:00:52	17	1
02-Mar-2008 21:01:11	02-Mar-2008 21:01:16	17	1
02-Mar-2008 21:49:38	02-Mar-2008 21:49:39	20	1
02-Mar-2008 21:49:43	02-Mar-2008 21:50:00	20	1
02-Mar-2008 21:57:59	02-Mar-2008 21:58:00	6	1
02-Mar-2008 21:58:03	02-Mar-2008 21:58:04	6	1
02-Mar-2008 21:58:11	02-Mar-2008 21:58:30	6	1
02-Mar-2008 21:58:25	02-Mar-2008 21:58:26	14	1
02-Mar-2008 22:03:14	02-Mar-2008 22:03:17	6	1
02-Mar-2008 22:03:40	02-Mar-2008 22:03:41	14	1
02-Mar-2008 22:03:43	02-Mar-2008 22:03:46	6	1
03-Mar-2008 08:49:53	03-Mar-2008 08:49:54	24	1
03-Mar-2008 08:49:58	05-Mar-2008 00:22:10	24	1
03-Mar-2008 08:50:27	03-Mar-2008 08:50:34	6	1
03-Mar-2008 08:52:07	03-Mar-2008 08:52:11	6	1
03-Mar-2008 09:01:38	03-Mar-2008 09:01:42	9	1
03-Mar-2008 09:01:44	03-Mar-2008 09:01:47	23	1
03-Mar-2008 09:01:48	03-Mar-2008 09:01:49	23	1
03-Mar-2008 09:02:00	03-Mar-2008 09:02:01	9	1
03-Mar-2008 09:02:04	03-Mar-2008 09:02:06	23	1
03-Mar-2008 09:02:07	03-Mar-2008 09:02:11	8	1
03-Mar-2008 09:02:25	03-Mar-2008 09:02:28	8	1
03-Mar-2008 09:17:23	03-Mar-2008 09:17:27	5	1
03-Mar-2008 09:17:41	03-Mar-2008 09:17:45	5	1
03-Mar-2008 09:31:35	03-Mar-2008 09:31:36	5	1
03-Mar-2008 09:31:40	04-Mar-2008 09:10:03	5	1
03-Mar-2008 09:45:05	03-Mar-2008 09:45:09	12	1
04-Mar-2008 09:07:50	04-Mar-2008 09:07:54	12	1
04-Mar-2008 09:10:44	04-Mar-2008 09:10:48	6	1
04-Mar-2008 09:11:25	04-Mar-2008 09:11:26	6	1
04-Mar-2008 09:11:26	04-Mar-2008 09:11:27	14	1
04-Mar-2008 09:11:30	04-Mar-2008 09:11:36	6	1
04-Mar-2008 09:12:36	04-Mar-2008 18:20:36	5	1
04-Mar-2008 09:16:17	04-Mar-2008 09:16:21	12	1
04-Mar-2008 18:19:48	04-Mar-2008 18:19:52	12	1
04-Mar-2008 18:20:35	04-Mar-2008 18:20:38	6	1
04-Mar-2008 18:22:54	04-Mar-2008 18:22:55	14	1
04-Mar-2008 18:22:58	04-Mar-2008 18:23:01	6	1
04-Mar-2008 18:22:59	04-Mar-2008 18:29:09	5	1
04-Mar-2008 18:24:15	04-Mar-2008 18:25:08	20	1
04-Mar-2008 18:29:10	04-Mar-2008 23:44:28	6	1
04-Mar-2008 18:30:37	04-Mar-2008 18:30:41	12	1
04-Mar-2008 23:43:27	04-Mar-2008 23:43:31	12	1
04-Mar-2008 23:45:16	04-Mar-2008 23:45:19	6	1
04-Mar-2008 23:46:18	04-Mar-2008 23:46:29	20	1
04-Mar-2008 23:52:14	04-Mar-2008 23:52:25	8	1
04-Mar-2008 23:52:28	04-Mar-2008 23:52:41	7	1
04-Mar-2008 23:52:43	04-Mar-2008 23:52:47	8	1
05-Mar-2008 00:01:22	05-Mar-2008 00:01:26	6	1
